ACO,ABC,CS,DIRECT,HS,PSO,Firefly
8.454292002,-5.026068341,9.558727627,6.417385389,8.196982381,-11.99689794,-95.95218592
8.287865654,7.437170014,9.55874016,6.417385389,6.956058089,-83.89395979,-57.87167291
8.466405968,-1.913052854,7.464410357,6.417385389,8.607866246,-34.68241339,-58.47694522
8.718421631,-1.059277839,9.155428657,6.417385389,5.902963792,-46.56500766,-55.36079586
4.979245506,2.584004503,9.198067621,6.417385389,7.821528124,-60.15353786,-108.7917607
8.486896424,9.01656344,9.55874016,6.417385389,5.142044281,-23.40243278,-134.950957
8.875481411,1.315149847,8.826730361,6.417385389,4.30130855,-34.59984078,-8.605298315
9.513291634,5.534840164,9.360907735,6.417385389,8.116778252,-7.273885181,-67.45722645
9.064171144,-7.497648148,3.77891883,6.417385389,6.106133786,-33.60612297,-43.38576032
-170.5554544,-3.473153252,9.547349564,6.417385389,7.520178095,-9.418438982,-58.33016389
8.254599673,6.765528802,6.391390986,6.417385389,4.048225602,-28.26062839,-18.78782349
2.911594409,4.811443784,8.51162259,6.417385389,8.473114073,-47.20541383,-10.68914717
9.319660501,3.533082816,9.533491232,6.417385389,8.489878956,-74.40987245,-105.4064106
9.132100973,-2.137897036,9.360643179,6.417385389,8.783286951,-39.28911971,-12.7434866
8.029574413,-3.84387862,6.59136122,6.417385389,4.937404909,-16.88419546,1.190288428
6.799634654,5.973854875,8.473575338,6.417385389,4.861062531,-59.09937677,-69.61718285
9.477494887,-4.55143409,8.632892421,6.417385389,6.179165172,-26.50872587,-128.9457987
8.321928621,-0.211055865,8.702671451,6.417385389,4.791878256,-54.37583866,-11.5501533
8.599619556,-10.4330626,8.224483389,6.417385389,5.524240578,-11.73489932,-11.3820861
7.663413116,-7.594861591,9.558740159,6.417385389,3.874401194,-26.22203624,-71.81702501
6.417387124,0.880912192,8.277907512,6.417385389,7.125220707,-61.04555932,-102.9550399
9.201469109,-0.12273407,7.176730277,6.417385389,4.696909506,-26.98103315,-42.46882183
8.446035986,5.39132754,8.723163203,6.417385389,5.945136909,-62.87472273,-24.07782772
8.680171067,-0.756654878,6.415845037,6.417385389,7.544799437,-13.86632428,-12.99749258
4.79914039,5.650139052,9.554501105,6.417385389,8.171384731,-30.41131643,7.444607237
9.503328718,-1.20852111,9.033124257,6.417385389,6.980230138,-50.15168089,-47.66825678
7.796636871,-4.252882568,8.511622362,6.417385389,3.482616708,-65.16292955,-44.36140964
9.55089617,2.913267491,6.113356138,6.417385389,6.494572595,-37.6120117,0.69439937
9.535529442,-10.54738545,8.671886428,6.417385389,9.395985029,-23.63342205,-72.29439227
8.369201008,-4.489689201,8.982925305,6.417385389,6.761082875,-53.30845502,2.455976762
8.266261157,-4.546864626,9.55874016,6.417385389,9.310170136,-56.97889053,-36.47846257
6.114586599,3.011911318,9.557497076,6.417385389,9.51443265,-58.55638279,-89.78243102
8.44236456,-0.252390081,6.587523213,6.417385389,8.788957923,-6.785753353,-34.25167259
8.165982931,4.428138398,9.55349827,6.417385389,9.531963656,-17.17465269,-87.75961372
8.524350428,7.654810462,7.04120377,6.417385389,3.091430172,-37.73157979,-24.447876
7.417768384,-8.264321572,6.731304942,6.417385389,8.34265047,-34.208395,-171.6196715
7.811969045,-5.091599651,8.500607594,6.417385389,0.794126119,-55.64954194,-63.39445321
8.485577563,-12.66191072,8.283545853,6.417385389,7.014796361,-13.5203886,-3.292442078
8.559900203,-2.600644076,9.290191887,6.417385389,8.081465255,-59.7477815,-25.90759911
9.535200128,0.122868904,8.819470495,6.417385389,8.673087056,-68.4679194,-42.82775488
9.335314591,3.8301605,9.558738329,6.417385389,9.544116336,-33.07629307,-29.40254707
7.566687678,0.109077758,9.455695515,6.417385389,6.114145597,-29.09550968,-53.80372715
5.233419676,-9.767600508,8.238988309,6.417385389,7.518775425,-47.21376548,-77.22986199
7.279208196,-2.205081262,8.511622588,6.417385389,6.407908009,-5.825019106,-35.93829042
8.097641443,0.141674268,7.74435857,6.417385389,6.738551428,-18.90279216,-155.2677508
9.506125649,-7.135715528,9.151456875,6.417385389,8.03351508,-52.8785834,-43.77360271
8.082482229,-5.136419359,8.281190017,6.417385389,4.649179908,-73.57724217,-31.35722183
8.467448658,-6.308570859,9.558292651,6.417385389,5.682858187,-24.99636077,-86.41377152
6.593984702,-1.398858201,9.558740064,6.417385389,7.704870971,-52.14408476,-45.25712471
8.520729884,1.907005996,9.55874016,6.417385389,6.731755453,-82.14950779,-69.56558837
9.203769634,-4.532978252,7.028696035,6.417385389,4.359713781,-45.91927835,-32.86555181
